date,district,domestic_tourists,foreign_tourists,total_tourists,hotel_revenue,bar_revenue,boating_revenue,total_revenue,hotel_room_keys,hotel_class,growth_rate_domestic,growth_rate_foreign,growth_rate_total,top_district_rank,data_source,crimes_reported
01-09-2016,Alluri Seetarama Raju,50525,3512,54037,1184136,323974,16025,1524135,1000,4 Star,0.05,0.042,0.046,2,fabricated_data,34
01-09-2016,Srikakulam,44469,2726,47195,972414,243253,12067,1227735,500,3 Star,0.071,0.066,0.069,8,fabricated_data,56
01-09-2016,Chittoor,79161,7121,86282,1714654,638621,31706,2384981,1000,4 Star,0.034,0.045,0.04,1,fabricated_data,31
01-09-2016,Kakinada,53500,3744,57244,1508902,351271,23192,1883365,1000,3 Star,0.084,0.045,0.065,1,fabricated_data,50
01-09-2016,Nandyal,43872,2625,46497,1155883,255764,17135,1428782,1000,5 Star,0.03,0.058,0.044,3,fabricated_data,56
01-09-2016,Krishna,78290,7261,85551,1627967,677794,27226,2332988,1500,3 Star,0.086,0.048,0.067,3,fabricated_data,67
01-10-2016,Tirupati,109761,8963,118724,2910497,721163,36007,3667667,1000,4 Star,0.034,0.06,0.047,8,fabricated_data,55
01-10-2016,NTR,73067,5856,78923,2122859,635563,22048,2780470,1000,3 Star,0.055,0.05,0.053,1,fabricated_data,72
01-10-2016,Guntur,59655,5718,65373,1571397,335937,32620,1939954,700,5 Star,0.075,0.015,0.045,7,fabricated_data,38
01-10-2016,Visakhapatnam,123726,17212,140938,2564433,666313,75070,3305816,700,3 Star,0.037,0.035,0.036,5,fabricated_data,31
01-10-2016,Alluri Seetarama Raju,48039,4183,52222,1411532,449454,25367,1886353,1000,3 Star,0.092,0.056,0.074,6,fabricated_data,63
01-10-2016,Srikakulam,45543,2649,48192,1114463,332545,17108,1464116,1000,5 Star,0.098,0.018,0.058,4,fabricated_data,30
01-10-2016,Chittoor,78743,6007,84750,2335709,443896,35025,2814630,1000,5 Star,0.08,0.066,0.073,4,fabricated_data,79
01-10-2016,Kakinada,56334,3562,59896,1480592,431709,19735,1932035,1200,4 Star,0.037,0.018,0.027,4,fabricated_data,34
01-10-2016,Nandyal,37935,2134,40069,936527,246817,11510,1194854,1000,3 Star,0.044,0.062,0.053,4,fabricated_data,33
01-10-2016,Krishna,80658,7235,87893,1879660,540572,50327,2470560,1500,4 Star,0.084,0.012,0.048,3,fabricated_data,43
01-11-2016,Tirupati,137518,10628,148146,3656363,861074,41246,4558683,1200,3 Star,0.079,0.047,0.063,9,fabricated_data,58
01-11-2016,NTR,96993,8686,105679,2494439,735908,41013,3271360,1200,4 Star,0.055,0.064,0.059,9,fabricated_data,47
01-11-2016,Guntur,72771,5857,78628,2145368,525860,36051,2707279,1000,5 Star,0.061,0.017,0.039,6,fabricated_data,69
01-11-2016,Visakhapatnam,170687,18111,188798,3877273,1257022,125606,5259901,500,4 Star,0.049,0.043,0.046,10,fabricated_data,75
01-11-2016,Alluri Seetarama Raju,61605,5152,66757,1509609,453712,28285,1991606,1000,3 Star,0.058,0.051,0.054,6,fabricated_data,72
01-11-2016,Srikakulam,53229,4289,57518,1513793,341972,20808,1876572,1500,3 Star,0.037,0.038,0.037,6,fabricated_data,76
01-11-2016,Chittoor,101857,7972,109829,2665665,567261,34924,3267851,500,5 Star,0.059,0.059,0.059,3,fabricated_data,52
01-11-2016,Kakinada,77640,4093,81733,1855497,671532,26723,2553752,1500,3 Star,0.041,0.057,0.049,1,fabricated_data,71
01-11-2016,Nandyal,56732,3563,60295,1135528,464182,11418,1611127,1500,5 Star,0.025,0.052,0.038,2,fabricated_data,42
01-11-2016,Krishna,100723,9211,109934,2681916,550091,49604,3281610,1200,3 Star,0.026,0.016,0.021,9,fabricated_data,77
01-12-2016,Tirupati,134382,10957,145339,3173995,1070797,33315,4278107,700,5 Star,0.093,0.053,0.073,3,fabricated_data,58
01-12-2016,NTR,84094,8741,92835,1737755,644987,31193,2413935,500,3 Star,0.054,0.031,0.042,1,fabricated_data,34
01-12-2016,Guntur,76430,7299,83729,2146172,464714,35520,2646406,500,4 Star,0.088,0.058,0.073,2,fabricated_data,50
01-12-2016,Visakhapatnam,142821,19748,162569,4087169,1135631,77118,5299918,1000,5 Star,0.089,0.074,0.081,7,fabricated_data,45
01-12-2016,Alluri Seetarama Raju,66068,4999,71067,1718478,563423,28762,2310663,700,3 Star,0.072,0.013,0.042,1,fabricated_data,47
01-12-2016,Srikakulam,54457,3344,57801,1440835,445704,14588,1901127,1000,4 Star,0.068,0.017,0.043,5,fabricated_data,56
01-12-2016,Chittoor,111107,9319,120426,2843993,614010,34196,3492199,700,3 Star,0.038,0.078,0.058,3,fabricated_data,78
01-12-2016,Kakinada,69844,3920,73764,1418501,484713,14269,1917483,700,4 Star,0.08,0.042,0.061,10,fabricated_data,75
01-12-2016,Nandyal,48007,3694,51701,1110866,453283,19991,1584140,1200,3 Star,0.099,0.03,0.065,4,fabricated_data,31
01-12-2016,Krishna,106679,9143,115822,3179150,788293,46895,4014338,1500,4 Star,0.04,0.069,0.055,3,fabricated_data,45
01-01-2017,Tirupati,123742,9447,133189,2546174,830586,38553,3415313,1200,5 Star,0.065,0.034,0.05,8,fabricated_data,69
01-01-2017,NTR,84639,8541,93180,1868244,754298,50719,2673261,700,4 Star,0.066,0.053,0.059,5,fabricated_data,66
01-01-2017,Guntur,72508,7187,79695,1965608,691343,25366,2682318,1000,3 Star,0.068,0.035,0.052,6,fabricated_data,36
01-01-2017,Visakhapatnam,165063,17305,182368,4612208,1052910,112627,5777745,1200,4 Star,0.032,0.042,0.037,4,fabricated_data,73
01-01-2017,Alluri Seetarama Raju,66153,5005,71158,1512114,397984,30266,1940365,1000,5 Star,0.093,0.035,0.064,1,fabricated_data,73
01-01-2017,Srikakulam,64124,3791,67915,1813118,565743,20070,2398931,1500,5 Star,0.036,0.018,0.027,4,fabricated_data,30
01-01-2017,Chittoor,106916,8549,115465,2395327,701315,34403,3131045,1500,3 Star,0.098,0.025,0.061,7,fabricated_data,30
01-01-2017,Kakinada,71168,4806,75974,1937696,602271,17002,2556969,1500,4 Star,0.047,0.061,0.054,9,fabricated_data,69
01-01-2017,Nandyal,57101,2958,60059,1709974,311147,8901,2030023,1000,3 Star,0.047,0.054,0.051,5,fabricated_data,30
01-01-2017,Krishna,106023,9266,115289,2978380,998962,53744,4031086,500,4 Star,0.026,0.039,0.033,6,fabricated_data,45
01-02-2017,Tirupati,100982,8317,109299,2602347,857214,25154,3484715,1000,5 Star,0.09,0.058,0.074,1,fabricated_data,65
01-02-2017,NTR,74123,6372,80495,1519689,397634,29384,1946707,1200,4 Star,0.042,0.066,0.054,8,fabricated_data,50
01-02-2017,Guntur,64873,4732,69605,1606539,397681,26319,2030539,1500,3 Star,0.068,0.035,0.052,9,fabricated_data,67
01-02-2017,Visakhapatnam,112508,15989,128497,3225530,817903,100503,4143935,1200,4 Star,0.039,0.06,0.05,4,fabricated_data,45
01-02-2017,Alluri Seetarama Raju,47899,4075,51974,1015437,459062,23972,1498470,1200,5 Star,0.033,0.072,0.052,8,fabricated_data,61
01-02-2017,Srikakulam,40988,3223,44211,949932,204968,16258,1171159,700,4 Star,0.042,0.059,0.051,7,fabricated_data,59
01-02-2017,Chittoor,79471,6664,86135,2336804,430222,44806,2811832,500,3 Star,0.03,0.05,0.04,2,fabricated_data,45
01-02-2017,Kakinada,58178,3911,62089,1415946,555583,17636,1989165,1200,5 Star,0.027,0.058,0.043,10,fabricated_data,58
01-02-2017,Nandyal,43441,2758,46199,1162415,247422,11079,1420915,1000,3 Star,0.035,0.029,0.032,1,fabricated_data,63
01-02-2017,Krishna,81659,6049,87708,2021392,667293,42330,2731015,500,3 Star,0.06,0.037,0.049,9,fabricated_data,53
01-03-2017,Tirupati,92219,8322,100541,2555186,462424,53559,3071169,1500,4 Star,0.064,0.039,0.052,2,fabricated_data,62
01-03-2017,NTR,72202,5950,78152,2079531,438895,33982,2552407,1500,3 Star,0.044,0.02,0.032,7,fabricated_data,36
01-03-2017,Guntur,62845,5711,68556,1289704,528587,27828,1846119,500,3 Star,0.043,0.036,0.039,9,fabricated_data,71
01-03-2017,Visakhapatnam,126768,15197,141965,2661959,1069950,60295,3792204,700,4 Star,0.077,0.076,0.076,3,fabricated_data,54
01-03-2017,Alluri Seetarama Raju,49042,4037,53079,1272704,247643,19605,1539953,1200,4 Star,0.062,0.057,0.059,4,fabricated_data,52
01-03-2017,Srikakulam,42905,2747,45652,914528,398401,14563,1327492,700,5 Star,0.051,0.036,0.043,5,fabricated_data,43
01-03-2017,Chittoor,72280,6565,78845,2004427,548591,28836,2581854,1200,5 Star,0.073,0.048,0.06,4,fabricated_data,72
01-03-2017,Kakinada,49759,3918,53677,1384892,442949,18932,1846772,1000,5 Star,0.077,0.076,0.076,2,fabricated_data,54
01-03-2017,Nandyal,41979,2480,44459,863863,410930,16792,1291585,1500,4 Star,0.072,0.049,0.06,6,fabricated_data,48
01-03-2017,Krishna,70880,5906,76786,1517401,574983,36176,2128560,1500,5 Star,0.032,0.067,0.05,8,fabricated_data,75
01-04-2017,Tirupati,111933,10011,121944,3145161,1089889,43541,4278591,1200,3 Star,0.091,0.06,0.075,2,fabricated_data,66
01-04-2017,NTR,91234,7194,98428,2034747,476499,33543,2544788,1000,4 Star,0.039,0.045,0.042,5,fabricated_data,78
01-04-2017,Guntur,73741,6771,80512,2035882,570335,25196,2631413,1000,4 Star,0.089,0.044,0.067,1,fabricated_data,36
01-04-2017,Visakhapatnam,158255,18147,176402,3785235,1312815,62345,5160396,1200,5 Star,0.06,0.038,0.049,10,fabricated_data,56
01-04-2017,Alluri Seetarama Raju,56629,4740,61369,1653220,333006,18277,2004502,700,4 Star,0.021,0.068,0.045,2,fabricated_data,64
01-04-2017,Srikakulam,52868,4089,56957,1568621,368171,26239,1963031,1200,5 Star,0.039,0.042,0.041,1,fabricated_data,38
01-04-2017,Chittoor,97249,9084,106333,2430151,492130,27580,2949862,1500,4 Star,0.084,0.013,0.049,10,fabricated_data,46
01-04-2017,Kakinada,70594,4488,75082,1479226,504289,13988,1997503,1000,3 Star,0.02,0.073,0.046,6,fabricated_data,49
01-04-2017,Nandyal,52027,3443,55470,1063906,458100,15448,1537454,1200,3 Star,0.023,0.014,0.018,7,fabricated_data,58
01-04-2017,Krishna,87428,8472,95900,1968005,683719,37568,2689292,1200,3 Star,0.039,0.023,0.031,4,fabricated_data,35
01-05-2017,Tirupati,120142,8796,128938,2449611,622347,32553,3104511,700,3 Star,0.038,0.04,0.039,8,fabricated_data,65
01-05-2017,NTR,84280,7758,92038,1923688,570175,51020,2544883,700,3 Star,0.054,0.065,0.059,10,fabricated_data,74
01-05-2017,Guntur,72640,5468,78108,1638257,470596,29392,2138244,1200,4 Star,0.026,0.015,0.02,3,fabricated_data,55
01-05-2017,Visakhapatnam,141391,19678,161069,4009603,941799,113630,5065032,700,5 Star,0.061,0.042,0.052,5,fabricated_data,44
01-05-2017,Alluri Seetarama Raju,59102,4134,63236,1257612,521737,12402,1791751,500,4 Star,0.049,0.061,0.055,8,fabricated_data,41
01-05-2017,Srikakulam,51885,3388,55273,1157252,259807,20048,1437107,1200,4 Star,0.079,0.055,0.067,9,fabricated_data,72
01-05-2017,Chittoor,94514,7903,102417,2197729,809333,49529,3056592,500,4 Star,0.047,0.08,0.064,4,fabricated_data,79
01-05-2017,Kakinada,69356,4065,73421,1796763,576007,13471,2386240,700,4 Star,0.022,0.029,0.026,9,fabricated_data,43
01-05-2017,Nandyal,49232,2983,52215,1162717,479817,16492,1659026,1000,3 Star,0.065,0.065,0.065,9,fabricated_data,38
01-05-2017,Krishna,98503,7680,106183,2126704,581264,26058,2734026,500,5 Star,0.076,0.061,0.069,9,fabricated_data,43
01-06-2017,Tirupati,127369,8722,136091,2987239,850577,60305,3898120,1000,3 Star,0.076,0.061,0.069,7,fabricated_data,65
01-06-2017,NTR,80841,7162,88003,2026419,560728,47457,2634605,500,5 Star,0.083,0.019,0.051,10,fabricated_data,60
01-06-2017,Guntur,76943,5275,82218,1968956,577491,30726,2577173,500,3 Star,0.063,0.04,0.052,5,fabricated_data,65
01-06-2017,Visakhapatnam,154444,16267,170711,4324437,1199031,74604,5598073,1000,5 Star,0.089,0.021,0.055,4,fabricated_data,61
01-06-2017,Alluri Seetarama Raju,57798,5255,63053,1445826,309477,22341,1777644,1000,4 Star,0.087,0.073,0.08,2,fabricated_data,42
01-06-2017,Srikakulam,50358,3261,53619,1017129,350160,12280,1379569,1200,3 Star,0.095,0.04,0.068,5,fabricated_data,33
01-06-2017,Chittoor,101448,7860,109308,2467993,854925,34032,3356950,700,4 Star,0.05,0.076,0.063,4,fabricated_data,63
01-06-2017,Kakinada,67746,3820,71566,1638324,593096,13009,2244429,1500,4 Star,0.095,0.074,0.084,8,fabricated_data,33
01-06-2017,Nandyal,48179,2711,50890,1431242,268189,12510,1711941,1500,4 Star,0.076,0.04,0.058,1,fabricated_data,49
01-06-2017,Krishna,85756,7110,92866,2129356,543922,29505,2702783,700,4 Star,0.097,0.052,0.074,7,fabricated_data,38
01-07-2017,Tirupati,86808,5571,92379,2109760,736044,26920,2872723,1000,5 Star,0.064,0.055,0.059,6,fabricated_data,69
01-07-2017,NTR,53210,5053,58263,1440198,428342,21483,1890024,1200,5 Star,0.068,0.071,0.07,1,fabricated_data,35
01-07-2017,Guntur,47511,4134,51645,1051459,460633,12512,1524604,1200,4 Star,0.05,0.014,0.032,1,fabricated_data,30
01-07-2017,Visakhapatnam,97592,11111,108703,2391252,955221,51068,3397541,1500,4 Star,0.035,0.057,0.046,6,fabricated_data,35
01-07-2017,Alluri Seetarama Raju,36066,3136,39202,754726,315286,20880,1090893,1200,5 Star,0.041,0.04,0.041,9,fabricated_data,51
01-07-2017,Srikakulam,39573,2205,41778,1007875,330568,12797,1351240,1500,5 Star,0.036,0.071,0.053,4,fabricated_data,30
01-07-2017,Chittoor,60779,5120,65899,1380173,379127,16641,1775941,1500,4 Star,0.079,0.052,0.066,2,fabricated_data,48
01-07-2017,Kakinada,42530,3123,45653,1013611,317593,12908,1344112,1000,4 Star,0.061,0.028,0.044,8,fabricated_data,33
01-07-2017,Nandyal,31175,2252,33427,805702,239787,9178,1054667,1200,3 Star,0.092,0.057,0.074,8,fabricated_data,69
01-07-2017,Krishna,58936,5783,64719,1554705,540338,28902,2123945,700,5 Star,0.095,0.014,0.054,2,fabricated_data,55
01-08-2017,Tirupati,84561,6589,91150,1861271,672358,30511,2564140,1000,4 Star,0.022,0.025,0.024,1,fabricated_data,67
01-08-2017,NTR,54988,5023,60011,1242859,318791,18293,1579943,1500,3 Star,0.035,0.056,0.045,7,fabricated_data,66
01-08-2017,Guntur,51134,3935,55069,1434741,257706,26358,1718804,1000,4 Star,0.063,0.035,0.049,10,fabricated_data,71
01-08-2017,Visakhapatnam,101554,11308,112862,2959069,991581,48703,3999353,700,3 Star,0.06,0.076,0.068,1,fabricated_data,45
01-08-2017,Alluri Seetarama Raju,43228,2794,46022,1222864,291549,14211,1528625,1500,4 Star,0.091,0.034,0.062,3,fabricated_data,50
01-08-2017,Srikakulam,32495,2253,34748,799114,229267,13265,1041646,1200,5 Star,0.059,0.04,0.05,7,fabricated_data,30
01-08-2017,Chittoor,66799,5990,72789,1679950,387889,19972,2087812,500,4 Star,0.033,0.072,0.052,10,fabricated_data,47
01-08-2017,Kakinada,40527,2566,43093,1020966,325787,10216,1356969,1000,4 Star,0.038,0.077,0.057,8,fabricated_data,79
01-08-2017,Nandyal,31454,2152,33606,903192,264053,10001,1177246,700,3 Star,0.036,0.033,0.035,6,fabricated_data,58
01-08-2017,Krishna,54265,5894,60159,1463325,405822,39681,1908828,700,3 Star,0.037,0.037,0.037,1,fabricated_data,63
01-09-2017,Tirupati,105459,9083,114542,2928058,849650,58397,3836104,1000,3 Star,0.053,0.072,0.062,10,fabricated_data,62
01-09-2017,NTR,63139,6402,69541,1600988,579653,40240,2220882,500,5 Star,0.03,0.03,0.03,7,fabricated_data,52
01-09-2017,Guntur,56201,5532,61733,1620027,412040,18271,2050339,500,4 Star,0.092,0.024,0.058,8,fabricated_data,73
01-09-2017,Visakhapatnam,117345,15187,132532,3482877,625780,84945,4193602,1500,4 Star,0.05,0.066,0.058,4,fabricated_data,79
01-09-2017,Alluri Seetarama Raju,50590,3785,54375,1123154,341614,16995,1481764,1000,5 Star,0.05,0.042,0.046,4,fabricated_data,32
01-09-2017,Srikakulam,43649,3386,47035,1038509,399687,21566,1459762,500,5 Star,0.084,0.064,0.074,9,fabricated_data,59
01-09-2017,Chittoor,78817,7100,85917,1987034,532095,40540,2559669,1200,3 Star,0.021,0.025,0.023,7,fabricated_data,63
01-09-2017,Kakinada,53316,3385,56701,1150921,335419,18352,1504693,1500,4 Star,0.091,0.051,0.071,6,fabricated_data,67
01-09-2017,Nandyal,38455,2436,40891,1043199,266534,13042,1322775,500,3 Star,0.037,0.04,0.038,10,fabricated_data,55
01-09-2017,Krishna,70318,5675,75993,1895883,486178,35681,2417742,700,4 Star,0.084,0.029,0.057,6,fabricated_data,56
01-10-2017,Tirupati,102735,8595,111330,2285897,785268,54180,3125344,1500,4 Star,0.042,0.056,0.049,7,fabricated_data,62
01-10-2017,NTR,72267,6566,78833,2007596,636257,24628,2668481,1200,4 Star,0.076,0.036,0.056,8,fabricated_data,31
01-10-2017,Guntur,57114,4300,61414,1644418,355077,22486,2021981,700,4 Star,0.054,0.024,0.039,8,fabricated_data,46
01-10-2017,Visakhapatnam,129623,17232,146855,3662389,1195689,68860,4926937,1500,4 Star,0.028,0.08,0.054,10,fabricated_data,30
01-10-2017,Alluri Seetarama Raju,49658,4085,53743,1144135,327272,27960,1499368,1000,5 Star,0.088,0.038,0.063,5,fabricated_data,41
01-10-2017,Srikakulam,40629,3237,43866,1066001,358003,10215,1434219,1000,4 Star,0.065,0.054,0.059,5,fabricated_data,50
01-10-2017,Chittoor,78249,6095,84344,2064461,678029,34769,2777259,1500,5 Star,0.066,0.05,0.058,7,fabricated_data,76
01-10-2017,Kakinada,59720,3334,63054,1509529,361794,23280,1894603,1200,4 Star,0.072,0.066,0.069,4,fabricated_data,76
01-10-2017,Nandyal,40032,2836,42868,1134039,272704,18305,1425049,1000,3 Star,0.071,0.014,0.042,9,fabricated_data,62
01-10-2017,Krishna,71629,5829,77458,1888098,572782,21669,2482549,1200,4 Star,0.056,0.057,0.057,2,fabricated_data,30
01-11-2017,Tirupati,137256,10742,147998,3705417,1261489,66721,5033627,1000,4 Star,0.052,0.021,0.036,5,fabricated_data,68
01-11-2017,NTR,93594,6813,100407,2565004,512384,36629,3114017,1200,3 Star,0.054,0.016,0.035,4,fabricated_data,74
01-11-2017,Guntur,83973,6810,90783,1856838,782207,44567,2683612,1000,3 Star,0.084,0.072,0.078,9,fabricated_data,79
01-11-2017,Visakhapatnam,141336,21824,163160,3706721,1394550,106065,5207337,1500,4 Star,0.03,0.034,0.032,5,fabricated_data,78
01-11-2017,Alluri Seetarama Raju,69120,5749,74869,2030722,375012,26114,2431848,700,5 Star,0.037,0.026,0.032,4,fabricated_data,32
01-11-2017,Srikakulam,63675,3402,67077,1552687,487076,23614,2063377,500,5 Star,0.084,0.033,0.059,8,fabricated_data,40
01-11-2017,Chittoor,94026,9991,104017,2224275,636413,42061,2902750,1200,3 Star,0.034,0.073,0.053,2,fabricated_data,47
01-11-2017,Kakinada,76714,4078,80792,1597751,569424,17167,2184342,1200,4 Star,0.084,0.02,0.052,6,fabricated_data,69
01-11-2017,Nandyal,49957,3066,53023,1000709,293308,19934,1313951,500,5 Star,0.099,0.038,0.069,7,fabricated_data,32
01-11-2017,Krishna,95912,8344,104256,2613608,754965,47301,3415874,500,5 Star,0.036,0.013,0.024,7,fabricated_data,72
01-12-2017,Tirupati,142725,11615,154340,3384677,852901,57582,4295160,500,5 Star,0.065,0.058,0.061,7,fabricated_data,61
01-12-2017,NTR,96454,6918,103372,2602841,682964,34973,3320778,1500,3 Star,0.096,0.022,0.059,3,fabricated_data,66
01-12-2017,Guntur,78201,7220,85421,1878995,770372,48585,2697952,1500,5 Star,0.031,0.05,0.041,5,fabricated_data,43
01-12-2017,Visakhapatnam,147223,17644,164867,4160096,946429,118365,5224890,500,4 Star,0.05,0.066,0.058,3,fabricated_data,74
01-12-2017,Alluri Seetarama Raju,62887,5557,68444,1618223,420604,38644,2077470,500,5 Star,0.037,0.071,0.054,7,fabricated_data,59
01-12-2017,Srikakulam,61444,4044,65488,1597717,323661,18223,1939600,500,4 Star,0.041,0.049,0.045,1,fabricated_data,44
01-12-2017,Chittoor,98531,10324,108855,2901409,793146,69151,3763705,1000,3 Star,0.057,0.043,0.05,9,fabricated_data,65
01-12-2017,Kakinada,73148,4905,78053,1838152,623251,33063,2494467,700,3 Star,0.077,0.043,0.06,5,fabricated_data,68
01-12-2017,Nandyal,47272,3392,50664,1052625,394729,16530,1463884,1200,5 Star,0.03,0.054,0.042,1,fabricated_data,72
01-12-2017,Krishna,105853,9708,115561,2959658,928190,37492,3925340,1200,3 Star,0.082,0.074,0.078,8,fabricated_data,44
01-01-2018,Tirupati,121510,10024,131534,3404037,845766,60175,4309978,1000,5 Star,0.082,0.027,0.054,5,fabricated_data,73
01-01-2018,NTR,98810,7536,106346,2041578,503514,47533,2592624,500,3 Star,0.039,0.034,0.037,1,fabricated_data,46
01-01-2018,Guntur,74782,5605,80387,1972072,597244,31464,2600780,1200,4 Star,0.07,0.052,0.061,4,fabricated_data,66
01-01-2018,Visakhapatnam,149056,18222,167278,4417066,752945,106857,5276869,500,5 Star,0.055,0.066,0.06,3,fabricated_data,37
01-01-2018,Alluri Seetarama Raju,62571,5745,68316,1307102,623112,29667,1959881,1200,4 Star,0.094,0.014,0.054,9,fabricated_data,41
01-01-2018,Srikakulam,60958,3634,64592,1427286,441573,24177,1893036,1000,4 Star,0.02,0.014,0.017,9,fabricated_data,67
01-01-2018,Chittoor,109280,9312,118592,3173884,993032,56135,4223051,500,5 Star,0.057,0.071,0.064,10,fabricated_data,65
01-01-2018,Kakinada,76592,4354,80946,2111997,495961,18267,2626225,500,4 Star,0.035,0.023,0.029,10,fabricated_data,60
01-01-2018,Nandyal,55776,3564,59340,1212204,414365,12359,1638927,1500,5 Star,0.096,0.02,0.058,9,fabricated_data,38
01-01-2018,Krishna,90023,8568,98591,2612839,604936,50825,3268600,1200,5 Star,0.095,0.067,0.081,6,fabricated_data,56
01-02-2018,Tirupati,103993,7786,111779,2662824,1010115,25935,3698873,1000,3 Star,0.082,0.017,0.05,5,fabricated_data,71
01-02-2018,NTR,64661,6865,71526,1432045,345042,36930,1814016,500,5 Star,0.073,0.047,0.06,7,fabricated_data,38
01-02-2018,Guntur,60815,4694,65509,1786937,553033,32549,2372520,500,5 Star,0.098,0.04,0.069,2,fabricated_data,32
01-02-2018,Visakhapatnam,109266,15864,125130,2685681,670086,86552,3442318,500,3 Star,0.066,0.035,0.051,5,fabricated_data,67
01-02-2018,Alluri Seetarama Raju,45764,4475,50239,1278614,265043,14352,1558009,700,3 Star,0.027,0.043,0.035,6,fabricated_data,58
01-02-2018,Srikakulam,42144,2675,44819,1085829,371264,16387,1473480,1500,5 Star,0.021,0.058,0.04,10,fabricated_data,64
01-02-2018,Chittoor,80505,6018,86523,1992979,566654,21935,2581567,700,4 Star,0.047,0.075,0.061,7,fabricated_data,50
01-02-2018,Kakinada,50779,3618,54397,1492132,421917,11965,1926014,1000,5 Star,0.052,0.068,0.06,8,fabricated_data,45
01-02-2018,Nandyal,39505,2799,42304,1170241,285249,16794,1472285,700,4 Star,0.042,0.025,0.034,4,fabricated_data,57
01-02-2018,Krishna,67937,7294,75231,1464914,414446,37003,1916364,700,5 Star,0.028,0.032,0.03,9,fabricated_data,45
01-03-2018,Tirupati,106729,6920,113649,2630457,736226,29523,3396206,1000,4 Star,0.08,0.047,0.064,5,fabricated_data,76
01-03-2018,NTR,68575,5899,74474,1984282,568506,17887,2570675,700,3 Star,0.055,0.037,0.046,7,fabricated_data,55
01-03-2018,Guntur,59205,4624,63829,1508230,377250,30548,1916028,1000,5 Star,0.042,0.01,0.026,1,fabricated_data,64
01-03-2018,Visakhapatnam,115784,13802,129586,2559853,1075165,86700,3721718,1000,4 Star,0.031,0.037,0.034,7,fabricated_data,43
01-03-2018,Alluri Seetarama Raju,54903,3430,58333,1429415,455559,19730,1904705,500,5 Star,0.095,0.023,0.059,3,fabricated_data,74
01-03-2018,Srikakulam,44278,2997,47275,1291564,393253,10555,1695372,500,4 Star,0.092,0.016,0.054,10,fabricated_data,47
01-03-2018,Chittoor,84879,6060,90939,1833068,566832,20042,2419942,1000,5 Star,0.086,0.076,0.081,7,fabricated_data,36
01-03-2018,Kakinada,52046,3886,55932,1523107,369430,12445,1904982,1000,3 Star,0.021,0.07,0.046,10,fabricated_data,77
01-03-2018,Nandyal,42252,2360,44612,949771,358660,10517,1318948,1200,5 Star,0.021,0.014,0.018,8,fabricated_data,75
01-03-2018,Krishna,73120,6597,79717,1499379,521390,41755,2062524,500,5 Star,0.038,0.026,0.032,5,fabricated_data,34
01-04-2018,Tirupati,110157,8716,118873,2258834,895828,36165,3190828,700,5 Star,0.024,0.044,0.034,5,fabricated_data,75
01-04-2018,NTR,83737,7618,91355,2137607,509226,29210,2676043,1500,5 Star,0.093,0.048,0.071,9,fabricated_data,43
01-04-2018,Guntur,69999,5835,75834,1875761,369833,18314,2263908,1500,5 Star,0.076,0.024,0.05,6,fabricated_data,42
01-04-2018,Visakhapatnam,155119,20136,175255,3563529,953977,93536,4611042,1200,5 Star,0.083,0.02,0.052,4,fabricated_data,35
01-04-2018,Alluri Seetarama Raju,54543,5025,59568,1382748,295084,15777,1693610,1200,4 Star,0.022,0.041,0.032,7,fabricated_data,35
01-04-2018,Srikakulam,50425,3439,53864,1392575,379973,19092,1791640,1500,4 Star,0.055,0.041,0.048,2,fabricated_data,46
01-04-2018,Chittoor,97233,9283,106516,2140612,940454,53436,3134502,500,5 Star,0.064,0.065,0.065,10,fabricated_data,56
01-04-2018,Kakinada,62747,4163,66910,1563801,374916,23348,1962065,1500,4 Star,0.083,0.052,0.068,4,fabricated_data,35
01-04-2018,Nandyal,44409,3431,47840,1187425,410092,14744,1612261,700,5 Star,0.068,0.052,0.06,2,fabricated_data,58
01-04-2018,Krishna,88723,7275,95998,2456368,543993,41973,3042334,500,3 Star,0.073,0.056,0.065,5,fabricated_data,62
01-05-2018,Tirupati,113096,8511,121607,3055156,629629,59472,3744257,700,3 Star,0.094,0.033,0.064,10,fabricated_data,65
01-05-2018,NTR,76970,6678,83648,1560838,627835,31424,2220097,1200,4 Star,0.044,0.056,0.05,2,fabricated_data,32
01-05-2018,Guntur,77621,6138,83759,1990140,582266,20118,2592523,1500,4 Star,0.03,0.066,0.048,10,fabricated_data,50
01-05-2018,Visakhapatnam,133726,19159,152885,3066810,1019975,110956,4197741,1200,3 Star,0.045,0.069,0.057,4,fabricated_data,77
01-05-2018,Alluri Seetarama Raju,57549,4081,61630,1307487,350442,23047,1680976,1000,4 Star,0.055,0.013,0.034,1,fabricated_data,63
01-05-2018,Srikakulam,54611,3430,58041,1165713,298837,21698,1486248,1200,4 Star,0.045,0.073,0.059,7,fabricated_data,66
01-05-2018,Chittoor,101372,7437,108809,2027471,867814,32919,2928204,1000,4 Star,0.021,0.048,0.035,8,fabricated_data,74
01-05-2018,Kakinada,70271,4702,74973,1794097,636746,21329,2452172,700,3 Star,0.099,0.026,0.062,8,fabricated_data,34
01-05-2018,Nandyal,46223,2636,48859,1006227,459303,12591,1478121,1500,4 Star,0.09,0.08,0.085,3,fabricated_data,70
01-05-2018,Krishna,86884,7345,94229,2087565,726571,42078,2856213,1500,5 Star,0.049,0.062,0.056,5,fabricated_data,58
